link,pdf_links
https://www.bnm.gov.my/-/rizab-antarabangsa-bnm-pada-14-november-2003,[]
https://www.bnm.gov.my/-/memorandum-persefahaman-antara-bank-negara-malaysia-dan-state-bank-of-pakistan,[]
https://www.bnm.gov.my/-/penubuhan-mekanisme-penyelesaian-pinjaman-kecil,[]
https://www.bnm.gov.my/-/perkembangan-ekonomi-dan-kewangan-malaysia-pada-suku-ketiga-2003-1,['documents/20124/73792/Q3_bm.pdf']
https://www.bnm.gov.my/-/perkembangan-monetari-dan-kewangan-dalam-bulan-oktober-2003,['documents/20124/73792/i_bm-okt.pdf']
https://www.bnm.gov.my/-/pernyataan-dasar-monetari-73,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-october-2003,[]
https://www.bnm.gov.my/-/sixth-meeting-of-the-bis-working-party-on-monetary-policy-in-asia,[]
https://www.bnm.gov.my/-/relaxation-of-investment-limits-in-credit-facilities-by-insurers,[]
https://www.bnm.gov.my/-/pemakluman-terperinci-bagi-rizab-antarabangsa-pada-akhir-bulan-september-2003,[]
https://www.bnm.gov.my/-/dialogue-session-with-insurers-and-takaful-operators-1,[]
https://www.bnm.gov.my/-/perkembangan-monetari-dan-kewangan-dalam-bulan-september-2003,['documents/20124/524441/i_en.pdf']
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-october-2003,[]
https://www.bnm.gov.my/-/inisiatif-pasaran-bon-asia-abmi-simposium-mengenai-isu-isu-urus-niaga-tukaran-asing-dan-penyelesaian-pembayaran-dan-mesyuarat-kumpulan-kerja-sukarela-abmi-20-22-oktober-2003,[]
https://www.bnm.gov.my/-/akta-sistem-pembayaran-2003,[]
https://www.bnm.gov.my/-/memorandum-persefahaman-antara-bank-negara-malaysia-dan-export-credit-bank-of-turkey,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-september-2003,[]
https://www.bnm.gov.my/-/penerbitan-duit-syiling-peringatan-sempena-sidang-kemuncak-ke-10-pertubuhan-persidangan-islam-oic-,[]
https://www.bnm.gov.my/-/pemakluman-terperinci-bagi-rizab-antarabangsa-pada-akhir-bulan-ogos-2003,[]
https://www.bnm.gov.my/-/perkembangan-monetari-dan-kewangan-dalam-bulan-ogos-2003,['documents/20124/73792/i_bm-ogos.pdf']
https://www.bnm.gov.my/-/penerbitan-duit-syiling-peringatan-sempena-pameran-maritim-dan-udara-langkawi-2003-lima-03-,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-september-2003,[]
https://www.bnm.gov.my/-/liberalisasi-perbankan-islam,[]
https://www.bnm.gov.my/-/penerbitan-bon-simpanan-merdeka-1,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-august-2003,[]
https://www.bnm.gov.my/-/pemakluman-terperinci-bagi-rizab-antarabangsa-pada-akhir-bulan-julai-2003,[]
https://www.bnm.gov.my/-/sessi-dialog-dengan-industri-perbankan,[]
https://www.bnm.gov.my/-/perkembangan-ekonomi-dan-kewangan-malaysia-pada-suku-kedua-2003,['documents/20124/73792/Q2_bm.pdf']
https://www.bnm.gov.my/-/pernyataan-dasar-monetari-103,[]
https://www.bnm.gov.my/-/perkembangan-monetari-dan-kewangan-dalam-bulan-julai-2003,['documents/20124/73792/i_bm-julai.pdf']
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-august-2003,[]
https://www.bnm.gov.my/-/kajian-semula-tarif-motor,[]
https://www.bnm.gov.my/-/rizab-antarabangsa-bnm-pada-31-julai-2003,[]
https://www.bnm.gov.my/-/pemakluman-terperinci-bagi-rizab-antarabangsa-pada-akhir-bulan-jun-2003,[]
https://www.bnm.gov.my/-/perkembangan-monetari-dan-kewangan-dalam-bulan-jun-2003,[]
https://www.bnm.gov.my/-/rizab-antarabangsa-bnm-pada-15-julai-2003,[]
https://www.bnm.gov.my/-/rizab-antarabangsa-bnm-pada-30-jun-2003,[]
https://www.bnm.gov.my/-/pemakluman-terperinci-bagi-rizab-antarabangsa-pada-akhir-bulan-mei-2003,[]
https://www.bnm.gov.my/-/bank-negara-malaysia-rm50-and-rm100-note-security-features,[]
https://www.bnm.gov.my/-/perkembangan-monetari-dan-kewangan-dalam-bulan-mei-2003,['documents/20124/73792/i_bm-mei.pdf']
