"Program Name","Program Group","Program Description","Program Website URL","Date Started","Date Ended","Program Location","Contact Email","Startup Name","Startup Oneliner","Startup Description","Year Founded","Origin Country","Startup Website URL","Industry 1","Industry 2","Industry 3","Industry 4","Industry 5"
"Amplify Award Batch 1","Amplify Award",-,-,"2015 Dec 15, 08:00 AM +08:00",-,-,-,"ANB AGRO TRAINERS",-,"WE ARE NEW AGE AGROPRENEURS! 

AnB Agro Trainers is a social entrepreneurship up in north Malaysia focusing on creation of sustainable livelihood for youths, single mothers and their children and also senior citizens. We work in harmony with multicultural villagers. We make our presence by coaching them and up skilling  them via agriculture activities, capacity building and cottage industry, also  we offer agriculture guidance/advise. 

To date we have many success stories , touched many lives and still continuously working to instilling better future for our community. We see great prospect in agriculture to empower our society.",-,Malaysia,http://anbagrotrainers.wix.com/anb-agro-trainers,Agriculture,-,-,-,-
"Amplify Award Batch 1","Amplify Award",-,-,"2015 Dec 15, 08:00 AM +08:00",-,-,-,"Batik Boutique",-,"A social enterprise producing high quality, hand-made Batik products made by artisans in Malaysia.",-,Malaysia,http://thebatikboutique.com,"Lifestyle & Fashion",-,-,-,-
"Amplify Award Batch 1","Amplify Award",-,-,"2015 Dec 15, 08:00 AM +08:00",-,-,-,"Biji Biji Initiative",-,"Biji-Biji Initiative is a Malaysian an environmental based social enterprise company that provides a range of up-cycling[1] and art installation services.",-,Malaysia,http://biji-biji.com,"Art & Craft",Environment,-,-,-
"Amplify Award Batch 1","Amplify Award",-,-,"2015 Dec 15, 08:00 AM +08:00",-,-,-,"Dialogue in the Dark",-,"Dialogue in the Dark is one of the world's most exciting life-changing experiences where visitors are guided by blind guides in absolute darkness",-,Malaysia,http://dialogue-in-the-dark.com,Education,-,-,-,-
"Amplify Award Batch 1","Amplify Award",-,-,"2015 Dec 15, 08:00 AM +08:00",-,-,-,"Food for Good Project",-,"We bring corporate business to restaurants and convert corporate dining spending ($) into impactful CSR projects",-,Malaysia,http://mangochili.my,"Food & Beverages",-,-,-,-
"Amplify Award Batch 1","Amplify Award",-,-,"2015 Dec 15, 08:00 AM +08:00",-,-,-,"HEART TREASURES SDN BHD",-,"We launched an Ecological Program as part of our occupational therapy and motor skills development with the aim of using 3R : Reuse, Redecorate and Reduce with a cause to create social and environmental sustainability as bringing forth growth to prosper our society. 
It also giving career opportunities and to transform society’s dream  by helping them to help themselves in a way of dignity and independently for our spectrum gifted community with autisms, development delay (slow learner), cerebral palsy, deaf & mute, attention deficit hyperactivity disorder (ADHD), physical disability, orphan, depression mother and single mother future.",-,Malaysia,http://facebook.comHeartTreasures,Education,Social,-,-,-
"Amplify Award Batch 1","Amplify Award",-,-,"2015 Dec 15, 08:00 AM +08:00",-,-,-,"Lembah Bujang Ecopark",-,"Lembah Bujang Ecopark is a travel agency that supports atuition centre of at least 100 children from the low-income community in Lembah Bujang.",-,Malaysia,http://lembahbujang.com,"Travel & Tourism",-,-,-,-
"Amplify Award Batch 1","Amplify Award",-,-,"2015 Dec 15, 08:00 AM +08:00",-,-,-,Tanoti,-,"Tanoti Sdn Bhd is a congregation of Sarawakian women weavers and artisans dedicated towards the production, promotion and proliferation of hand-crafted fabrics",-,Malaysia,http://tanoticrafts.com,E-Commerce,-,-,-,-
"Amplify Award Batch 1","Amplify Award",-,-,"2015 Dec 15, 08:00 AM +08:00",-,-,-,"The Truly Loving Company (TLC)","The Truly Loving Company is a social enterprise that uses a corporate profit model to build a brand to generate long term, sustainable income for charities.","The “TLC” brand produces mainly household products that are as good if not better than many of the major brands you can name. These include:

kitchen cleaners
floor cleaners
bathroom cleaners
fabric care
We don't test on animals nor do we compromise on product standards. 

What also sets us apart is that 100% of TLC's dividends are given to charity. While there are many socially responsible Malaysian companies that support charities by donating a certain percentage of their income or profits to charitable causes, TLC gives 100% of its dividends to charity. ",-,Malaysia,http://www.thetrulylovingcompany.com,Social,-,-,-,-
"Amplify Award Batch 2","Amplify Award",-,-,"2016 Dec 08, 08:00 AM +08:00",-,-,-,"Catama Borneo",-,"Catama Crafts- a Social Enterprise working with Borneon Artisans to develop contemporary craft products",-,Malaysia,http://catamaborneo.com,"Lifestyle & Fashion",-,-,-,-
"Amplify Award Batch 2","Amplify Award",-,-,"2016 Dec 08, 08:00 AM +08:00",-,-,-,"CHCC of PT Foundation",-,"The CHCC is PT Foundation’s Community Health Care Center. We provide much needed healthcare and support to the general public whilst maintaining our commitment to those most at risk of HIV/AIDS.",-,Malaysia,http://ptfmalaysia.orgv2/hiv-sti-info/,"Medical, Health & Wellness",-,-,-,-
"Amplify Award Batch 2","Amplify Award",-,-,"2016 Dec 08, 08:00 AM +08:00",-,-,-,FOLO,-,"Organic bio nutrient rich farming community in johor bahru Malaysia",-,Malaysia,http://folofarms.com,Agriculture,-,-,-,-
"Amplify Award Batch 2","Amplify Award",-,-,"2016 Dec 08, 08:00 AM +08:00",-,-,-,GOLD,-,"GOLD is a vocational training centre for secondary school graduates with Special Needs – the Learning Disabilities",-,Malaysia,http://gold3c.blogspot.com,Education,-,-,-,-
"Amplify Award Batch 2","Amplify Award",-,-,"2016 Dec 08, 08:00 AM +08:00",-,-,-,"Silent Teddies",-,"The cookies you purchased are freshly made without added preservatives by Silent Teddies Bakery in Kuala Lumpur.
Silent Teddies Bakery is an initiative by the Community Service Centre for the Deaf (CSCD) to equip Deaf youths with entrepreneurial skills that will enable them to be independent . All efforts will be done into supporting the CSCD programmes and its school for Deaf children.",-,Malaysia,http://www.sid.org.my,Education,-,-,-,-
"Distro Dojo Batch 1","Distro Dojo",-,-,"2014 Aug 01, 08:00 AM +08:00","2014 Sep 10, 08:00 AM +08:00",-,-,"Catch That Bus",-,"Online aggregator portal and android app for intercity buses in Malaysia",-,Malaysia,http://catchthatbus.com,"Logistic & Transportation",-,-,-,-
"Distro Dojo Batch 1","Distro Dojo",-,-,"2014 Aug 01, 08:00 AM +08:00","2014 Sep 10, 08:00 AM +08:00",-,-,iMoney,-,"Financial products comparison platform",-,Malaysia,http://imoney.my,Finance,-,-,-,-
"Distro Dojo Batch 1","Distro Dojo",-,-,"2014 Aug 01, 08:00 AM +08:00","2014 Sep 10, 08:00 AM +08:00",-,-,ORORI,-,"Online store for jewelery",-,Indonesia,http://orori.com,"Lifestyle & Fashion",-,-,-,-
"Distro Dojo Batch 1","Distro Dojo",-,-,"2014 Aug 01, 08:00 AM +08:00","2014 Sep 10, 08:00 AM +08:00",-,-,"The Luxe Nomad",-,"The Luxe Nomad is a flash sales site that offers discounts up to 70% off on luxury hotels and villas for members.",-,Singapore,http://theluxenomad.com,"Real Estate",-,-,-,-
"Distro Dojo Batch 2","Distro Dojo",-,-,"2015 Jul 27, 08:00 AM +08:00","2015 Oct 02, 08:00 AM +08:00",-,-,Bukalapak,-,"Bukalapak.com is leading P2P marketplace ecommerce in Indonesia. It enables sellers and buyers to do secured online transaction in simple way. Bukalapak is very strong at individual and hobbyist sellers.",-,Indonesia,http://bukalapak.com,E-Commerce,-,-,-,-
"Distro Dojo Batch 2","Distro Dojo",-,-,"2015 Jul 27, 08:00 AM +08:00","2015 Oct 02, 08:00 AM +08:00",-,-,Grab,-,"Taxi Booking App",-,Malaysia,https://www.grab.com/my/,"Logistic & Transportation",-,-,-,-
"Distro Dojo Batch 2","Distro Dojo",-,-,"2015 Jul 27, 08:00 AM +08:00","2015 Oct 02, 08:00 AM +08:00",-,-,KFit,-,"Monthly membership to various gyms and fitness studios",-,Malaysia,http://kfit.com,E-Commerce,-,-,-,-
"Distro Dojo Batch 2","Distro Dojo",-,-,"2015 Jul 27, 08:00 AM +08:00","2015 Oct 02, 08:00 AM +08:00",-,-,Kitabisa,-,"Crowdfunding platform for social causes & innovation",-,Indonesia,http://kitabisa.com,Finance,-,-,-,-
"Distro Dojo Batch 2","Distro Dojo",-,-,"2015 Jul 27, 08:00 AM +08:00","2015 Oct 02, 08:00 AM +08:00",-,-,Monkimun,-,"Language learning apps for kids",-,"United States",http://monkimun.com,Education,-,-,-,-
"Distro Dojo Batch 2","Distro Dojo",-,-,"2015 Jul 27, 08:00 AM +08:00","2015 Oct 02, 08:00 AM +08:00",-,-,"Next Academy",-,"Offline learning program for coding.",-,Malaysia,http://nextacademy.com,Education,"Information & Communication ",-,-,-
"Distro Dojo Batch 2","Distro Dojo",-,-,"2015 Jul 27, 08:00 AM +08:00","2015 Oct 02, 08:00 AM +08:00",-,-,Shoppr,-,"A fashion mobile discovery platform",-,Malaysia,http://shopprapp.com,"Lifestyle & Fashion",-,-,-,-
"Distro Dojo Batch 3","Distro Dojo",-,-,"2016 Mar 01, 08:00 AM +08:00","2016 May 06, 08:00 AM +08:00",-,-,"Applecrumby & Fish",-,"Estore for organic baby products",-,Malaysia,http://applecrumbyandfish.com,"Food & Beverages",-,-,-,-
"Distro Dojo Batch 3","Distro Dojo",-,-,"2016 Mar 01, 08:00 AM +08:00","2016 May 06, 08:00 AM +08:00",-,-,BloomThis,-,"BloomThis is an e-commerce platform for Luxury Flowers by Subscription. Our innovation is in the product and also our business model. Product wise, we deliver flowers in a bespoke box with a surprise element every week. Our subscribers do not know what flowers they will be getting until they unbox their surprise. We guarantee a selection of premium flowers delivered fresh. Next, we innovate the business model by offering subscription flowers. Through the subscription model we can predict demand and reduce flower wastage. This way we can offer Luxury flowers at affordable prices!",2017,Malaysia,http://bloomthis.co,E-Commerce,-,-,-,-
"Distro Dojo Batch 3","Distro Dojo",-,-,"2016 Mar 01, 08:00 AM +08:00","2016 May 06, 08:00 AM +08:00",-,-,Fabelio,-,"Asset-light furniture e-Commerce",-,Indonesia,http://fabelio.com,E-Commerce,"Lifestyle & Fashion",-,-,-
"Distro Dojo Batch 3","Distro Dojo",-,-,"2016 Mar 01, 08:00 AM +08:00","2016 May 06, 08:00 AM +08:00",-,-,"Five Jack",-,"Online marketplace for game items, currency, and account trading",-,Indonesia,http://fivejack.com,Gaming,-,-,-,-
"Distro Dojo Batch 3","Distro Dojo",-,-,"2016 Mar 01, 08:00 AM +08:00","2016 May 06, 08:00 AM +08:00",-,-,GoGet.my,-,"Marketplace for errands and deliveries",-,Malaysia,http://goget.my,"Logistic & Transportation",-,-,-,-
"Distro Dojo Batch 3","Distro Dojo",-,-,"2016 Mar 01, 08:00 AM +08:00","2016 May 06, 08:00 AM +08:00",-,-,Reddoorz,-,"Standardized budget accommodation chain across Indonesia",-,Indonesia,http://reddoorz.com,"Real Estate",-,-,-,-
"Distro Dojo Batch 4","Distro Dojo",-,-,"2016 May 01, 08:00 AM +08:00","2016 Jun 30, 08:00 AM +08:00",-,-,Brodo,-,"Private label fashion brand for men",-,Indonesia,http://bro.do/id/,"Lifestyle & Fashion",-,-,-,-
"Distro Dojo Batch 4","Distro Dojo",-,-,"2016 May 01, 08:00 AM +08:00","2016 Jun 30, 08:00 AM +08:00",-,-,Helpr,-,"Text based on demand service",-,Malaysia,http://helprnow.com,"Logistic & Transportation",-,-,-,-
"Distro Dojo Batch 4","Distro Dojo",-,-,"2016 May 01, 08:00 AM +08:00","2016 Jun 30, 08:00 AM +08:00",-,-,IsItUp,-,"Cloud based fixed asset management solution",-,Malaysia,http://IsItUp.com,"Logistic & Transportation",-,-,-,-
"Distro Dojo Batch 4","Distro Dojo",-,-,"2016 May 01, 08:00 AM +08:00","2016 Jun 30, 08:00 AM +08:00",-,-,PurelyB,-,"Online platform for healthy lifestyle tips and guide",-,Malaysia,http://PurelyB.com,E-Commerce,-,-,-,-
"Distro Dojo Batch 4","Distro Dojo",-,-,"2016 May 01, 08:00 AM +08:00","2016 Jun 30, 08:00 AM +08:00",-,-,"StoreHub ",-,"Cloud based POS and inventory management system",2017,Malaysia,http://storehub.com,"Information & Communication ",-,-,-,-
"Distro Dojo Batch 4","Distro Dojo",-,-,"2016 May 01, 08:00 AM +08:00","2016 Jun 30, 08:00 AM +08:00",-,-,Tees,-,"Custom fashion merchandise retailer",-,Indonesia,http://tees.co.id/,"Lifestyle & Fashion",-,-,-,-
"Distro Dojo Batch 4","Distro Dojo",-,-,"2016 May 01, 08:00 AM +08:00","2016 Jun 30, 08:00 AM +08:00",-,-,Zipmatch,-,"Online listing platform for Residential properties.",-,Philippines,http://zipmatch.com,"Real Estate",-,-,-,-
"Distro Dojo Batch 5","Distro Dojo",-,-,"2016 Oct 01, 08:00 AM +08:00","2016 Nov 10, 08:00 AM +08:00",-,-,"Egg Bun","We build an automated tutor in your pocket","We build an automated tutor in your pocket",-,"North Korea",http://eggbun-edu.com,Education,-,-,-,-
"Distro Dojo Batch 5","Distro Dojo",-,-,"2016 Oct 01, 08:00 AM +08:00","2016 Nov 10, 08:00 AM +08:00",-,-,Otobro,-,"Used car marketplace",-,Indonesia,http://otobro.com,Automotive,E-Commerce,-,-,-
"Distro Dojo Batch 5","Distro Dojo",-,-,"2016 Oct 01, 08:00 AM +08:00","2016 Nov 10, 08:00 AM +08:00",-,-,Pazpo,-,"Co-brokering Platform for Property Agents",-,Indonesia,http://pazpo.id/,"Real Estate",-,-,-,-
"Distro Dojo Batch 5","Distro Dojo",-,-,"2016 Oct 01, 08:00 AM +08:00","2016 Nov 10, 08:00 AM +08:00",-,-,Tapau.tv,-,"Malaysian independent online tv station, made by the youth for our youth!",-,Malaysia,http://tapau.tv/,"Media and Entertainment",-,-,-,-
"Distro Dojo Batch 5","Distro Dojo",-,-,"2016 Oct 01, 08:00 AM +08:00","2016 Nov 10, 08:00 AM +08:00",-,-,"Your Super Food",-,"Makes natural, organic and healthy superfood mixes",-,Netherlands,http://yoursuperfoods.eu/,"Food & Beverages",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"Aiis Solutions",-,"AIIS Solutions Sdn Bhd was founded in 2013, specializing in providing “Total Solution of Dry Ice Cleaning Technology”.",-,Malaysia,http://aiis.com.my/,Environment,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,Appzilo,-,"Ad-network for mobile apps",-,Malaysia,http://appzilo.com,"Event, Marketing, Advertising",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"Astariz Ventures",-,"Micro Water Treatment System",-,Malaysia,-,Environment,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,Billplz,-,"Billing and payment solution service provider",-,Malaysia,http://billplz.com,Finance,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,BloomThis,-,"BloomThis is an e-commerce platform for Luxury Flowers by Subscription. Our innovation is in the product and also our business model. Product wise, we deliver flowers in a bespoke box with a surprise element every week. Our subscribers do not know what flowers they will be getting until they unbox their surprise. We guarantee a selection of premium flowers delivered fresh. Next, we innovate the business model by offering subscription flowers. Through the subscription model we can predict demand and reduce flower wastage. This way we can offer Luxury flowers at affordable prices!",2017,Malaysia,http://bloomthis.co,E-Commerce,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,DeliverEat,-,"Online food delivery in Penang",-,Malaysia,http://delivereat.my,"Food & Beverages",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,eduPOW,-,"Marketplace for online courses",-,Malaysia,http://edupow.com,Education,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,Encr8tor,-,"A ""SuperEncipherment"" Technology (Multi-layered Encryption Engine - Unlimited) with 512bit encryption key strength and a combination with more than a single algorithms (Hybrid Algorithms) to strengthen the encipher layer, to make it more complex and impossible to decipher!",-,Malaysia,http://encr8tor.com,"Information & Communication ",Security,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"Firelit Studios",-,"A framework for identifying profitable, underserved app niches using data science and analysis",-,Malaysia,http://firelitstudios.com,"Information & Communication ",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,FLEXIROAM,-,"FLEXIROAM is an affordable international voice roaming service for travellers around the world!",-,Malaysia,http://flexiroam.com,Social,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,GoGet.my,-,"Marketplace for errands and deliveries",-,Malaysia,http://goget.my,"Logistic & Transportation",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,Grab,-,"Taxi Booking App",-,Malaysia,https://www.grab.com/my/,"Logistic & Transportation",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,Hit.Camp,-,"Engage students in classroom with real-time multiplayer apps and manage all mobile devices using one platform",-,Malaysia,http://hit.camp,Education,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,iKargo,-,"iKargo is a freight exchange platform which makes use of spare capacity within the logistics chain, such as empty backhaul trucks or spare cargo space in ships or planes. We currently have 5,500 vehicles in our network covering Malaysia, Singapore & Thailand",-,Malaysia,http://www.ikargo.com/,"Information & Communication ","Logistic & Transportation",-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,InstaB,-,"Baby photo sharing app",-,Malaysia,http://instabapp.com,"Media and Entertainment",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,Netcarbon,-,-,-,Malaysia,-,"Media and Entertainment",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,PlayRally,-,"Group communication app for gamers.",-,Malaysia,http://playrally.com,Gaming,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"Pulsar UAV",-,"Report Generating Drone",-,Malaysia,http://pulsar-uav.com,"Information & Communication ",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,RecomN,-,"RecomN.com helps you find service professionals recommended by people in your community, and hire them with confidence.",-,Malaysia,http://recomn.com,E-Commerce,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,RiceDolls,-,"Makeup discovery platform for Asian women",-,Malaysia,http://ricedolls.com,"Lifestyle & Fashion",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"Saora Industries","Built on aspirations to change the world by bringing safe drinking water and energy to the areas that need it the most through sustainable solutions","Saora Industries looks into the uplifting of lives through safe and affordable technology. Saora has innovated the solar powered water purification in the aim of delivering clean drinking water to rural and marginalised communities.Saora holds the proprietary rights to the technology that is being delivered to these rural homes.Saora works with various partners in making sure the impact is maximised throughout the process.",-,Malaysia,http://saoraindustries.com,Environment,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,Shoptizen,-,"Lifestyle platform that connects brands to fashionistas and young adults. You get rewarded by sharing and advocating your favorite brands.",2017,Malaysia,http://bit.ly/ShoptizenApp,"Lifestyle & Fashion",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"Soft Space",-,"Soft Space is a tech company working in the digital payments sector.",-,Malaysia,http://softspace.com.my,Finance,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"Softinn Solutions",-,"Free Online Booking Engine for Hotels",-,Malaysia,http://mySoftinn.com,"Travel & Tourism",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"StoreHub ",-,"Cloud based POS and inventory management system",2017,Malaysia,http://storehub.com,"Information & Communication ",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"System Consultancy Services",-,"System Consultancy started when it was appointed as the consultant to the government of Malaysia to assist in the implementation of a large command and control system for the Ministry of Defence, Malaysia.
Our goal is to be a one-stop solution provider for advanced electronics, computers and telecommunications in the fields of engineering and Research & Development (R&D), consultancy and superior maintenance support services.",-,Malaysia,http://scs.my,"Consulting & Services",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,Tapway,-,"In-Store analytics using Big Data and IoT",-,Malaysia,http://tapway.com.my,"Information & Communication ",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"Taxi Monger",-,"Taxi booking app",-,Malaysia,http://taximonger.com,"Logistic & Transportation",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"Terato Tech",-,"Software development company",-,Malaysia,http://www.teratotech.com/,"Consulting & Services",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,TextBookAsia,-,"TextBookAsia is about helping students save time,money and recycle.",-,Malaysia,http://textbookasia.com,Education,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"The Lilac Box",-,"Every month, we deliver specially hand-picked premium beauty products. And we send them to you in a box, wrapped with a bit of love",-,Malaysia,http://thelilacbox.com,"Lifestyle & Fashion",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"Thinking Green",-,"Thinking Green specialises in designing products, particularly in the field of microarchitecture, integrating green technology with aesthetic appeal and providing an attractive alternative solution to equipment currently available.",-,Malaysia,http://thinkinggreen.com.my/,Environment,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,Travella,-,"Online platform tor booking hotels",-,Malaysia,http://www.travella.com,"Travel & Tourism",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,WebTVAsia,-,"WebTVAsia is the leading multi-platform digital video network & production studio in Asia, with offices in Beijing, Bangkok, Kuala Lumpur and Hong Kong.",-,Malaysia,http://webtvasia.combeta,"Media and Entertainment",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,wobb,-,"A recruitment platform that helps young businesses in Malaysia use their work culture to attract great people to join them.",-,Malaysia,http://wobb.my/,"Consulting & Services",-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"WWW 1337 TECH",-,"is a startup from Malaysia that focus on creating new generation consumer apps.",-,Malaysia,-,"Information & Communication ","Logistic & Transportation",-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,YToday,-,"A Sponsorship and Event Matching Platform for Youth and Brands",-,Malaysia,http://youthstoday.com,Education,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,"Zap Zap Math",-,"Gaming app for practicing Math",-,Malaysia,http://zapzapmath.com,Education,-,-,-,-
"E@Stanford - Batch 1",E@Stanford,-,-,"2014 Nov 09, 24:00 AM +08:00","2014 Nov 16, 24:00 AM +08:00",-,-,Zorage,-,"Zorage simplified self storage and home storage by provides on-demand storage to household and small businesses",-,Malaysia,http://zorage.com,"Information & Communication ",-,-,-,-
"E@Stanford - Batch 2",E@Stanford,-,-,"2015 Aug 08, 24:00 AM +08:00","2015 Aug 15, 24:00 AM +08:00",-,-,Aztetic,-,"SaaS-based online storefront creating platform",-,Malaysia,http://aztetic.my,E-Commerce,-,-,-,-
"E@Stanford - Batch 2",E@Stanford,-,-,"2015 Aug 08, 24:00 AM +08:00","2015 Aug 15, 24:00 AM +08:00",-,-,"BioGenes Technologies",-,"BioGenes offers genetic testing services and devices to enable every individual to do genetic testing and learn more about their body.",-,Malaysia,-,"Medical, Health & Wellness",-,-,-,-
"E@Stanford - Batch 2",E@Stanford,-,-,"2015 Aug 08, 24:00 AM +08:00","2015 Aug 15, 24:00 AM +08:00",-,-,Bukufi,-,"Distribution platform of digital content like eBook, audio-books",-,Malaysia,http://bukufi.com,"Media and Entertainment",-,-,-,-
"E@Stanford - Batch 2",E@Stanford,-,-,"2015 Aug 08, 24:00 AM +08:00","2015 Aug 15, 24:00 AM +08:00",-,-,"Cara Media",-,"Web Design Company",-,Malaysia,http://cara.com.my,"Consulting & Services",-,-,-,-
"E@Stanford - Batch 2",E@Stanford,-,-,"2015 Aug 08, 24:00 AM +08:00","2015 Aug 15, 24:00 AM +08:00",-,-,"Christy Ng",-,"Online retail platform for women's footwear.",-,Malaysia,http://ChristyNg.com,"Lifestyle & Fashion",-,-,-,-
"E@Stanford - Batch 2",E@Stanford,-,-,"2015 Aug 08, 24:00 AM +08:00","2015 Aug 15, 24:00 AM +08:00",-,-,"Datamicron Systems",-,"Blazing fast data discovery",-,Malaysia,http://datamicron.com,"Information & Communication ",-,-,-,-
"E@Stanford - Batch 2",E@Stanford,-,-,"2015 Aug 08, 24:00 AM +08:00","2015 Aug 15, 24:00 AM +08:00",-,-,"DF AUTOMATION & ROBOTICS SDN BHD",-,"DF designs and manufactures Automated Guided Vehicle (AGV) for industries. One of DF latest product is Zalpha model where it is easy to setup and maintain. Zalpha can navigates on it's own either with magnetic tape or surrounding feature.",-,Malaysia,https://www.youtube.com/watch?v=JUE08s9u064,"Information & Communication ","Logistic & Transportation",-,-,-
